,date,Trump_Tweet
332,15 Nov 19,"Stock Market up big. New and Historic Record. Job, jobs, jobs!"
333,15 Nov 19,"This Saturday, the eyes of history are looking at the people of Louisiana. If you want to defend your values, your jobs, and your freedom, then you need to REPLACE Radical Liberal John Bel Edwards with a true Louisiana Patriot: @EddieRispone! #GeauxVote https://t.co/odAuD5DFPB"
334,14 Nov 19,"Hit New Stock Market record again yesterday, the 20th time this year, with GREAT potential for the future. USA is where the action is. Companies and jobs are coming back like never before!"
335,12 Nov 19,"RT @WhiteHouse: Under President @realDonaldTrump, unemployment hit its lowest rate in 51 YEARS! Blue-collar jobs are leading the way. 💪 htt…"
336,12 Nov 19,Economy is BOOMING. Seems set to have yet another record day!
337,11 Nov 19,"“The Chinese say (about Trump’s Trade War & Tariffs), ‘he brought us to the table.’ This is the most prosperous economy the world has ever seen, and it’s going to be a very prosperous economy.” Jamie Dimon on @60Minutes Thank you President Trump & the Republican Party!"
338,11 Nov 19,"Will be meeting with representatives of the Vaping industry, together with medical professionals and individual state representatives, to come up with an acceptable solution to the Vaping and E-cigarette dilemma. Children’s health & safety, together with jobs, will be a focus!"
339,07 Nov 19,Stock Market up big today. A New Record. Enjoy!
340,07 Nov 19,RT @realDonaldTrump: Stock Markets (all three) hit another ALL TIME & HISTORIC HIGH yesterday! You are sooo lucky to have me as your Presid…
341,06 Nov 19,Stock Markets (all three) hit another ALL TIME & HISTORIC HIGH yesterday! You are sooo lucky to have me as your President (just kidding!). Spend your money well!
342,05 Nov 19,RT @realDonaldTrump: All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!
343,05 Nov 19,"RT @TrumpWarRoom: ""So today, we just hit the highest number in the history of the stock market. ... That's for everybody. Your 401(k)'s, ho…"
344,04 Nov 19,All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!
345,01 Nov 19,"....in New York, and another reason they are leaving. Taxes and energy costs are way too high, Upstate is being allowed to die as other nearby states frack & drill for Gold (oil) while reducing taxes & creating jobs by the thousands. NYC is getting dirty & unsafe again, as...."
346,01 Nov 19,Stock Market up BIG! Record highs for S&P 500 and NASDAQ. Enjoy!
347,01 Nov 19,"....Our Republican candidate @EddieRispone is a successful conservative businessman who will stand with me to create jobs and protect your Second Amendment. GET OUT AND VOTE for Eddie, the next Governor of the GREAT State of Louisiana!"
348,01 Nov 19,"LOUISIANA! Extreme Democrat John Bel Edwards has sided with Nancy Pelosi and Chuck Schumer to support Sanctuary Cities, High Taxes, and Open Borders. He is crushing Louisiana’s economy and your Second Amendment rights...."
349,01 Nov 19,"Wow, a blowout JOBS number just out, adjusted for revisions and the General Motors strike, 303,000. This is far greater than expectations. USA ROCKS!"
350,31 Oct 19,The Impeachment Hoax is hurting our Stock Market. The Do Nothing Democrats don’t care!
351,30 Oct 19,"My friend Mike @GovDunleavy of the Great State of Alaska, is being treated very unfairly by the Democrats because he is doing an unbelievable job and fulfilling every one of his promises. Now they are trying to Recall him because his agenda is the Economy, Jobs, and protecting..."
352,30 Oct 19,The Greatest Economy in American History!
353,29 Oct 19,Consumer Confidence number very good. Housing sales in September up nicely. Economy Rocks!
354,29 Oct 19,"The Do Nothing Democrats are working hard to make everyone forget the Best Economy Ever, the monumental weekend raid, Tax Cuts, the Rebuilding of our Military, etc. The Impeachment Hoax is a disgrace. Read the transcript!"
355,28 Oct 19,"The S&P just hit an ALL TIME HIGH. This is a big win for jobs, 401-K’s, and, frankly, EVERYONE! Our Country is doing great. Even killed long sought ISIS murderer, Al-Baghdadi. We are stronger than ever before, with GREAT upward potential. Enjoy!"
356,23 Oct 19,"RT @GOPChairwoman: The economy is booming, a fantastic trade deal is waiting for a vote, yet DC Democrats are only focused on their ridicul…"
357,22 Oct 19,RT @JessicaDitto45: “Empowering half the world’s population to flourish in the market economy is the best way to boost growth.” #WGDP https…
358,21 Oct 19,"RT @SecretaryRoss: Since the election of President Trump, the U.S. has added 6.4 million jobs, including 500,000 in the #manufacturing sect…"
359,17 Oct 19,"This number, based on the Economy & how well our Country is doing, would potentially be 75% if not for the Fake News & Phony Witch Hunt. 95% Approval Rating in the Republican Party! https://t.co/GFLxcNJOkk"
360,17 Oct 19,"RT @senatemajldr: Speaker Pelosi is still blocking the USMCA, a major trade deal that would create 176,000 new American jobs. Senate Democr…"
361,16 Oct 19,"Our record Economy would CRASH, just like in 1929, if any of those clowns became President!"
362,16 Oct 19,We now have the greatest Economy in history! https://t.co/8fLOejOpxH
363,14 Oct 19,"Great new book, ""Resistance (At All Costs): How Trump Haters Are Breaking America"" out by Kimberley Strassel of the Wall Street Journal. Kim has treated us fairly, and for that I am very appreciative. Check it out today, it is great!"
364,12 Oct 19,"Just landed in Louisiana! Vote against John Bel Edwards, he has the worst jobs record in the United States. Louisiana will do much better by electing a REPUBLICAN. See everyone soon! @LAGOP https://t.co/V1rVXEEuso"
365,11 Oct 19,"RT @WhiteHouse: ✔ 13,000 new construction jobs"
366,11 Oct 19,"RT @WaysandMeansGOP: #USMCA will build on the strong economy, benefitting farmers, small businesses, and manufacturers across the country.…"
367,10 Oct 19,"Impeached for what, having created the greatest Economy in the history of our Country, building our strongest ever Military, Cutting Taxes too much? https://t.co/LWxfEcRmj4"
368,09 Oct 19,RT @IngrahamAngle: Dems are now willing to hurt our economy AND the economy of Mexico—all to deny Trump a win on USMCA. Mexico is urging P…
369,08 Oct 19,"....understands that while we only had 50 soldiers remaining in that section of Syria, and they have been removed, any unforced or unnecessary fighting by Turkey will be devastating to their economy and to their very fragile currency. We are helping the Kurds financially/weapons!"
370,07 Oct 19,"As I have stated strongly before, and just to reiterate, if Turkey does anything that I, in my great and unmatched wisdom, consider to be off limits, I will totally destroy and obliterate the Economy of Turkey (I’ve done before!). They must, with Europe and others, watch over..."
371,03 Oct 19,RT @IvankaTrump: The Texas Success Story...
372,02 Oct 19,"All of this impeachment nonsense, which is going nowhere, is driving the Stock Market, and your 401K’s, down. But that is exactly what the Democrats want to do. They are willing to hurt the Country, with only the 2020 Election in mind!"
373,02 Oct 19,"RT @DailySignal: As the Index of Economic Freedom shows, countries that implement free-market policies enable women to make their own econo…"
374,01 Oct 19,"You cannot judge my Stock Market performance since the Inauguration, which was very good, but only from the day after the big Election Win, which was spectacular due to the euphoria of getting Obama/Biden OUT, & getting Trump/Pence IN. WentI up BIG between Nov. 9 & Inauguration!"
375,01 Oct 19,RT @realDonaldTrump: Great news! @Apple announced that it is building its new Mac Pro in Texas. This means hundreds of American jobs in Aus…
376,01 Oct 19,RT @realDonaldTrump: Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San…
377,30 Sep 19,"BIG NEWS by @Hyundai, @Kia, and @Aptiv on a 4 BILLION DOLLAR joint venture to develop autonomous driving technologies in the USA. That’s a lot of $$ and JOBS! Great jobs coming back to America!!"
378,30 Sep 19,Great news! @Apple announced that it is building its new Mac Pro in Texas. This means hundreds of American jobs in Austin and for suppliers across the Country. Congratulations to the Apple team and their workers! https://t.co/FMrWFq9wcz
379,30 Sep 19,Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San Antonio and Texas! America makes the GREATEST trucks in the world! https://t.co/kp4FICFLcf
380,26 Sep 19,If they actually did this the markets would crash. Do you think it was luck that got us to the best Stock Market and Economy in our history. It wasn’t! https://t.co/V0WGVWEWTN
381,25 Sep 19,"“The Democrats have been talking about Impeaching Donald Trump since before he was inaugurated.” @SteveDoocy @foxandfriends And for no reason other than the great success we are having with the Economy, the Military, Vets, Tax and Regulation Cuts, HealthCare, and so much more!"
382,20 Sep 19,"“The U.S. Economy is the envy of the world, as Europe and Asia slide ever toward recession. But the Left is trying to avoid talking about the Trump Economy.” @IngrahamAngle The Best Is Yet To Come."
383,18 Sep 19,"....far safer and much less expensive. Many more cars will be produced under the new and uniform standard, meaning significantly more JOBS, JOBS, JOBS! Automakers should seize this opportunity because without this alternative to California, you will be out of business."
384,18 Sep 19,"So nice that our Country is now Energy Independent. The USA is in better shape than ever before. Strongest Military by far, biggest Economy (no longer even close), number one in Energy! MAGA = KAG!"
385,18 Sep 19,"RT @PressSec: Heading to sunny California today! Since President @realDonaldTrump’s election, 870,000 jobs have been ADDED and the unemploy…"
386,16 Sep 19,"RT @GovBillLee: The USMCA is a 21st-century trade deal for a 21st-century market that will fuel economic growth right here in Tennessee, cr…"
387,14 Sep 19,"While I like the Vaping alternative to Cigarettes, we need to make sure this alternative is SAFE for ALL! Let’s get counterfeits off the market, and keep young children from Vaping!"
388,13 Sep 19,"How do you impeach a President who has helped create perhaps the greatest economy in the history of our Country? All time best unemployment numbers, especially for Blacks, Hispanics, Asians & Women. More people working today than ever before. Rebuilt Military & Choice for Vets..."
389,12 Sep 19,RT @VP: The #USMCA means:
390,09 Sep 19,"...the Economy, where there is NO Recession, much to the regret of the LameStream Media! They are working overtime to help the Democrats win in 2020, but that will NEVER HAPPEN, Americans are too smart!"
391,09 Sep 19,"..that this Administration has done. They don’t talk about the great economy, the big tax and regulation cuts, the rebuilding of the Military, “Choice” at our VA, our Vets, Judges and Supreme Court Justices, the Border Wall going up, lowest crime numbers, 2nd A, and so much more!"
392,09 Sep 19,RT @MariaBartiromo: Navarro: Trump's economy is solid as a rock https://t.co/6az9d2ixWq @SundayFutures @FoxNews
393,06 Sep 19,"“China is eating the Tariffs.” Billions pouring into USA. Targeted Patriot Farmers getting massive Dollars from the incoming Tariffs! Good Jobs Numbers, No Inflation(Fed). China having worst year in decades. Talks happening, good for all!"
394,06 Sep 19,The Economy is great. The only thing adding to “uncertainty” is the Fake News!
395,06 Sep 19,"....that our economy is very strong. If the Fed would lower rates to where the bond market says they should be, then I really wouldn’t worry about a recession.” @jimcramer @JoeSquawk"
396,05 Sep 19,Really Good Jobs Numbers!
397,05 Sep 19,Thank you Terrence. Best Employment Numbers In History for African Americans! https://t.co/YCf2WT4XHt
398,04 Sep 19,"....We can’t have a system where we run our entire economy for the benefit of other countries, which have long charged us big tariffs. Don’t keep ducking the reality. The U.S. has been subject to Tariff Terrorism for 50 years. But a real deal can be done.” Sam Zell @JoeSquawk"
399,04 Sep 19,"....We can’t have a system where we run our entire economy for the benefit of other countries, which have long charged us big tariffs. Don’t keep ducking the reality. The U.S. has been subject to Tariff Terrorism for 50 years. But a real deal can be done.” Sam Zell @joekernencnbc"
400,03 Sep 19,"We are doing very well in our negotiations with China. While I am sure they would love to be dealing with a new administration so they could continue their practice of “ripoff USA”($600 B/year),16 months PLUS is a long time to be hemorrhaging jobs and companies on a long-shot...."
401,03 Sep 19,"....And then, think what happens to China when I win. Deal would get MUCH TOUGHER! In the meantime, China’s Supply Chain will crumble and businesses, jobs and money will be gone!"
402,30 Aug 19,"If the Fed would cut, we would have one of the biggest Stock Market increases in a long time. Badly run and weak companies are smartly blaming these small Tariffs instead of themselves for bad management...and who can really blame them for doing that? Excuses!"
403,30 Aug 19,RT @MeetThePress: . @chucktodd asks: How could you say Trump is a free-market conservative as he issues tariffs?
404,29 Aug 19,"The Economy is doing GREAT, with tremendous upside potential! If the Fed would do what they should, we are a Rocket upward!"
405,23 Aug 19,"The Dow is down 573 points perhaps on the news that Representative Seth Moulton, whoever that may be, has dropped out of the 2020 Presidential Race!"
406,23 Aug 19,"....all deliveries of Fentanyl from China (or anywhere else!). Fentanyl kills 100,000 Americans a year. President Xi said this would stop - it didn’t. Our Economy, because of our gains in the last 2 1/2 years, is MUCH larger than that of China. We will keep it that way!"
407,23 Aug 19,"The Economy is strong and good, whereas the rest of the world is not doing so well. Despite this the Fake News Media, together with their Partner, the Democrat Party, are working overtime to convince people that we are in, or will soon be going into, a Recession. They are....."
408,23 Aug 19,RT @Jim_Jordan: Business owners and hard-working Americans tell us every day how great the economy is under President Trump.
409,23 Aug 19,"RT @VP: Under the #USMCA Utah will have more jobs, more opportunity, and more prosperity. Congress needs to pass the #USMCA for the people…"
410,23 Aug 19,RT @MariaBartiromo: The economy is poised to continue to expand: Kansas City Fed President https://t.co/MCs8DXQ2yB @MorningsMaria @FoxBusi…
411,22 Aug 19,"The Economy is doing really well. The Federal Reserve can easily make it Record Setting! The question is being asked, why are we paying much more in interest than Germany and certain other countries? Be early (for a change), not late. Let America win big, rather than just win!"
412,22 Aug 19,"“Tax cuts, deregulation, and an Administration dedicated to growing business have allowed the U.S. economy to flourish. The resulting surge in job creation and record low unemployment has put the American worker in the driver’s seat.“ @SecretaryRoss https://t.co/nN2bhDycq5"
413,21 Aug 19,"The Fake News LameStream Media is doing everything possible the “create” a U.S. recession, even though the numbers & facts are working totally in the opposite direction. They would be willing to hurt many people, but that doesn’t matter to them. Our Economy is sooo strong, sorry!"
414,20 Aug 19,RT @GOPChairwoman: Since @realDonaldTrump was elected:
415,20 Aug 19,"RT @VP: Since election day, businesses large and small have created more than 6.2 MILLION jobs and the unemployment rate is at a 50-year lo…"
416,20 Aug 19,"RT @VP: Under @POTUS’ leadership, the auto industry is roaring back in MI! This year alone, GM announced it will add 400 jobs, Ford has an…"
417,19 Aug 19,".....The Fed Rate, over a fairly short period of time, should be reduced by at least 100 basis points, with perhaps some quantitative easing as well. If that happened, our Economy would be even better, and the World Economy would be greatly and quickly enhanced-good for everyone!"
418,19 Aug 19,"Our Economy is very strong, despite the horrendous lack of vision by Jay Powell and the Fed, but the Democrats are trying to “will” the Economy to be bad for purposes of the 2020 Election. Very Selfish! Our dollar is so strong that it is sadly hurting other parts of the world..."
419,15 Aug 19,"The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade, and everyone knows that, including China!"
420,15 Aug 19,"The United States is now, by far, the Biggest, Strongest and Most Powerful Economy in the World, it is not even close! As others falter, we will only get stronger. Consumers are in the best shape ever, plenty of cash. Business Optimism is at an All Time High!"
421,15 Aug 19,"RT @realDonaldTrump: ..deferral to December. It actually helps China more than us, but will be reciprocated. Millions of jobs are being los…"
422,15 Aug 19,"..deferral to December. It actually helps China more than us, but will be reciprocated. Millions of jobs are being lost in China to other non-Tariffed countries. Thousands of companies are leaving. Of course China wants to make a deal. Let them work humanely with Hong Kong first!"
423,15 Aug 19,"Unlike others, our economy is strong! https://t.co/EvNRzB8GBY"
424,14 Aug 19,"We are winning, big time, against China. Companies & jobs are fleeing. Prices to us have not gone up, and in some cases, have come down. China is not our problem, though Hong Kong is not helping. Our problem is with the Fed. Raised too much & too fast. Now too slow to cut...."
425,14 Aug 19,"“So far, you’ve had Tariffs imposed on 300 Billion Dollars worth of Chinese products, but you can’t tell me that it has hurt our economy...& it really hasn’t led to any kind of serious rise in prices at the consumer level.” @Varneyco @FoxBusiness And we are taking in $Billions!"
426,14 Aug 19,RT @WhiteHouse: The Trump Economy is delivering incredible results for the blue-collar workers who need it most.
427,13 Aug 19,Just leaving. Incredible Complex. JOBS! JOBS! JOBS! https://t.co/culShq7aqi
428,12 Aug 19,"RT @marc_lotter: STRONG! ""The American economy is doing very well [under @realDonaldTrump] & wages are up, but we cannot rely on the media…"
429,08 Aug 19,"Just watched a world class loser, Tim O’Brien, who I haven’t seen or spoken to in many years, & knows NOTHING about me except that he wrote a failed hit piece book about me 15 years ago. Fired like a dog from other jobs? Saw him on Lyin’ Brian Williams Trump Slam Show. Bad TV...."
430,05 Aug 19,"....used currency manipulation to steal our businesses and factories, hurt our jobs, depress our workers’ wages and harm our farmers’ prices. Not anymore!"
431,02 Aug 19,"RT @mike_pence: Four more years means more JOBS, more JUDGES, more SUPPORT FOR OUR TROOPS, and four more years of draining the swamp! #MAGA…"
432,01 Aug 19,"Budget Deal is phenomenal for our Great Military, our Vets, and Jobs, Jobs, Jobs! Two year deal gets us past the Election. Go for it Republicans, there is always plenty of time to CUT!"
433,01 Aug 19,"The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America Great! Our Country now is breaking records in almost every category, from Stock Market to Military to Unemployment. We have prosperity & success like never before.."
434,31 Jul 19,"What the Market wanted to hear from Jay Powell and the Federal Reserve was that this was the beginning of a lengthy and aggressive rate-cutting cycle which would keep pace with China, The European Union and other countries around the world...."
435,30 Jul 19,"China has lost 5 million jobs and two million manufacturing jobs due to the Trump Tariffs. Trumps got China back on its heels, and the United States is doing great. @AndyPuzder @MariaBartiromo"
436,30 Jul 19,"China is doing very badly, worst year in 27 - was supposed to start buying our agricultural product now - no signs that they are doing so. That is the problem with China, they just don’t come through. Our Economy has become MUCH larger than the Chinese Economy is last 3 years...."
437,30 Jul 19,"Baltimore’s numbers are the worst in the United States on Crime and the Economy. Billions of dollars have been pumped in over the years, but to no avail. The money was stolen or wasted. Ask Elijah Cummings where it went. He should investigate himself with his Oversight Committee!"
438,26 Jul 19,"....the fact that I have gone through a three year vicious Witch Hunt, perpetrated by the Lamestream Media in Collusion with Crooked and the Democrat Party, there can be NO WAY, with the greatest Economy in U.S. history, that I can be losing to the Sleepy One. KEEP AMERICA GREAT!"
439,25 Jul 19,"President Trump’s Approval Rating on Economy is at 52%, a 4 point jump. Fox Poll @foxandfriends Shouldn’t this be at 100%? Best stock market, economy and unemployment numbers ever! Most people working within U.S. ever! Low interest rates, very low inflation! Country doing great!"
440,25 Jul 19,Fox Poll say best Economy in DECADES!
441,23 Jul 19,"Newest Poll: Only 11% in favor of starting ridiculous impeachment hearings. Well, let’s see: We have the Best Economy in History, the Best Employment Numbers in History, Most People Working in History, Highest Stock Market in History, Biggest Tax and Regulation Cuts in History,.."
442,22 Jul 19,"The Report of Iran capturing CIA spies is totally false. Zero truth. Just more lies and propaganda (like their shot down drone) put out by a Religious Regime that is Badly Failing and has no idea what to do. Their Economy is dead, and will get much worse. Iran is a total mess!"
443,22 Jul 19,"It is far more costly for the Federal Reserve to cut deeper if the economy actually does, in the future, turn down! Very inexpensive, in fact productive, to move now. The Fed raised & tightened far too much & too fast. In other words, they missed it (Big!). Don’t miss it again!"
444,19 Jul 19,"....State which I will win in #2020 because they can’t stand her and her hatred of our Country, and they appreciate all that I have done for them (opening up mining and MUCH more) which has led to the best employment & economic year in Minnesota’s long and beautiful history!"
445,17 Jul 19,"Big Rally tonight in Greenville, North Carolina. Lots of great things to tell you about, including the fact that our Economy is the best it has ever been. Best Employment & Stock Market Numbers EVER. I’ll talk also about people who love, and hate, our Country (mostly love)! 7:PM"
446,17 Jul 19,....they are destroying the Democrat Party. I’m appalled that so many of our Presidential candidates are falling all over themselves to try to agree with the four horsewomen of the apocalypse. I’m entitled to say that they’re Wack Jobs.” Louisiana Senator John Kennedy
447,16 Jul 19,“The best economy in our lifetime!” @IngrahamAngle
448,16 Jul 19,"....Detention facilities are not Concentration Camps! America has never been stronger than it is now – rebuilt Military, highest Stock Market EVER, lowest unemployment and more people working than ever before. Keep America Great!"
449,13 Jul 19,"The DOW, S&P 500, and NASDAQ all close the week at a new record high! https://t.co/wPJiM8n7m2"
450,12 Jul 19,"RT @PAChamber: Trade with Canada and Mexico supports more than 12 million American jobs in every state in the Union. In fact, 49 U.S. state…"
451,12 Jul 19,"RT @LtGovHusted: “We have a technology infused economy. We need a trade deal that represents that,” - Lt. Governor @JonHusted encouraging q…"
452,11 Jul 19,"Dow just hit 27,000 for first time EVER!"
453,11 Jul 19,"....the number of people who are no longer looking for jobs but who are now seeing the opportunity for job growth, you’ve got to give the President an A Plus for that.” Thank you Robert, one of our great business leaders!"
454,11 Jul 19,"Robert Johnson, B.E.T. “I give the President a lot of credit for moving the Economy in a positive direction that’s benefiting a large number of Americans. I think the Tax Cuts clearly helped stimulate the Economy. Overall, if you look at the U.S. Economy, and you look at....."
455,11 Jul 19,"....months, the lowest since 1972.” The Wall Street Journal Editorial Board, A Tale of Two Economies. @IngrahamAngle"
456,11 Jul 19,"“Nearly one million more blacks and two million more Hispanics are employed than when Barrack Obama left office, and minorities account for more than half of all new jobs created during the Trump Presidency. Unemployment among black women has hovered near 5% for the last six....."
457,11 Jul 19,"Today, on this “USMCA Day of Action,” thousands of grassroots supporters are urging Congress to pass the great bipartisan USMCA. USMCA = more JOBS for American workers, more economic growth, and more OPPORTUNITY for our farmers, ranchers, and businesses. #USMCAnow https://t.co/sYMhKSDu5w"
458,10 Jul 19,"“Our company has grown, since Trump has taken control of the White House & the Presidency, in the sense that we have better opportunities now to do what we’ve been wanting to do for quite some time, and that is to create manufacturing jobs. I believe that President Trump has....."
459,09 Jul 19,"RT @RepMarkMeadows: This was amazing news from over the weekend — 224,000 jobs created in June, blowing away expectations of 160,000 jobs!…"
460,09 Jul 19,"...handled. I told @theresa_may how to do that deal, but she went her own foolish way-was unable to get it done. A disaster! I don’t know the Ambassador but have been told he is a pompous fool. Tell him the USA now has the best Economy & Military anywhere in the World, by far..."
461,09 Jul 19,"Very good numbers on the economy. Much potential for growth. Trade deals being negotiated or being set up for negotiation. We have been treated very unfairly (to put it mildly) by other countries for many years, but that is changing!"
462,05 Jul 19,"JOBS, JOBS, JOBS! https://t.co/lWqvRNJDOW"
463,03 Jul 19,We have the greatest economy anywhere in the world. We have the greatest military anywhere in the world. Not bad!
464,02 Jul 19,The Economy is the BEST IT HAS EVER BEEN! Even much of the Fake News is giving me credit for that!
465,29 Jun 19,"54% in Poll! I would be at 75% (with our great economy, maybe the best ever) if not for the Phony Witch Hunt and the Fake News Media!"
466,28 Jun 19,"The Stock Market went up massively from the day after I won the Election, all the way up to the day that I took office, because of the enthusiasm for the fact that I was going to be President. That big Stock Market increase must be credited to me. If Hillary won - a Big Crash!"
467,26 Jun 19,"Too bad the Dems in Congress won’t do anything at all about Border Security. They want Open Borders, which means crime. But we are getting it done, including building the Wall! More people than ever before are coming because the USA Economy is so good, the best in history."
468,26 Jun 19,RT @realDonaldTrump: Stock Market is heading for one of the best months (June) in the history of our Country. Thank you Mr. President!
469,25 Jun 19,Stock Market is heading for one of the best months (June) in the history of our Country. Thank you Mr. President!
470,24 Jun 19,"....Think of what it could have been if the Fed had gotten it right. Thousands of points higher on the Dow, and GDP in the 4’s or even 5’s. Now they stick, like a stubborn child, when we need rates cuts, & easing, to make up for what other countries are doing against us. Blew it!"
471,20 Jun 19,"Since Election Day 2016, Stocks up almost 50%, Stocks gained 9.2 Trillion Dollars in value, and more than 5,000,000 new jobs added to the Economy. @LouDobbs If our opponent had won, there would have been a market crash, plain and simple! @TuckerCarlson @seanhannity @IngrahamAngle"
472,19 Jun 19,"If I didn’t have the Phony Witch Hunt going on for 3 years, and if the Fake News Media and their partner in Crime, the Democrats, would have played it straight, I would be way up in the Polls right now - with our Economy, winning by 20 points. But I’m winning anyway!"
473,13 Jun 19,"“It’s about peace and Prosperity, that’s how Republican Presidents get elected, and this President has delivered on the Economy and he’s delivered on keeping America Stronger & Safer. Our biggest enemy is not any one of these Democrats, it’s the Media.” John McLaughlin, pollster"
474,11 Jun 19,Good day in the Stock Market. People have no idea the tremendous potential our Country has for GROWTH - and many other things!
475,10 Jun 19,"RT @realDonaldTrump: If President Obama made the deals that I have made, both at the Border and for the Economy, the Corrupt Media would be…"
476,08 Jun 19,Dow Jones has best week of the year!
477,05 Jun 19,"If the totally Corrupt Media was less corrupt, I would be up by 15 points in the polls based on our tremendous success with the economy, maybe Best Ever! If the Corrupt Media was actually fair, I would be up by 25 points. Nevertheless, despite the Fake News, we’re doing great!"
478,03 Jun 19,"BIG NEWS! As I promised two weeks ago, the first shipment of LNG has just left the Cameron LNG Export Facility in Louisiana. Not only have thousands of JOBS been created in USA, we’re shipping freedom and opportunity abroad!"
479,24 May 19,71% of Voters rate the Economy as Excellent or Good. The highest number in more than 18 years! @QuinnipiacPoll
480,22 May 19,"....In the meantime, my Administration is achieving things that have never been done before, including unleashing perhaps the Greatest Economy in our Country’s history...."
481,22 May 19,..BETWEEN RUSSIA AND THE TRUMP CAMPAIGN. Mr. McGahn can be forgiven for declining the honor of appearing in Mr. Nadler’s pseudo-impeachment drama.”
482,22 May 19,"Without the ILLEGAL Witch Hunt, my poll numbers, especially because of our historically “great” economy, would be at 65%. Too bad! The greatest Hoax in American History."
483,20 May 19,"....Iran will call us if and when they are ever ready. In the meantime, their economy continues to collapse - very sad for the Iranian people!"
484,20 May 19,"“We have a booming economy, and working people are making gains that they haven’t seen in decades.” Stuart Varney @foxandfriends"
485,14 May 19,"Billions of Dollars, and moving jobs back to the USA where they belong. Other countries are already negotiating with us because they don’t want this to happen to them. They must be a part of USA action. This should have been done by our leaders many years ago. Enjoy!"
486,14 May 19,"....so that they will be more competitive for USA buyers. We are now a much bigger economy than China, and have substantially increased in size since the great 2016 Election. We are the “piggy bank” that everyone wants to raid and take advantage of. NO MORE!"
487,14 May 19,"Great to welcome Chairman Shin from Lotte Group to the WH. They just invested $3.1 BILLION into Louisiana-biggest investment in U.S. EVER from a South Korean company, & thousands more jobs for Americans. Great partners like ROK know the U.S. economy is running stronger than ever! https://t.co/WaJxDeTuxj"
488,13 May 19,"Bernie Sanders, “The Economy is doing well, and I’m sure I don’t have to give Trump any credit - I’m sure he’ll take all the credit that he wants.” Wrong Bernie, the Economy is doing GREAT, and would have CRASHED if my opponent (and yours), Crooked Hillary Clinton, had ever won!"
489,13 May 19,"information! As long as President Trump is President, his opposition will use every tool, and misuse every tool available, to make his life miserable.” @TomFitton @JudicialWatch @LouDobbs Sadly, this proves I am doing a great job - Also, Best Economy and Employment Numbers EVER!"
490,10 May 19,The average 401(k) balance has SOARED since the bottom of the market - 466%. Wow!
491,08 May 19,"“The reality is, with the Tariffs, the economy has grown more rapidly in the United States and much more slowly in China.” Peter Morici, Former Chief Economist, USITC"
492,08 May 19,"....in 3 separate locations, creating another 450 jobs. I have been working nicely with GM to get this done. Thank you to Mary B, your GREAT Governor, and Senator Rob Portman. With all the car companies coming back, and much more, THE USA IS BOOMING!"
493,08 May 19,RT @GOPChairwoman: Ever wonder why the Democrats are so obsessed with Russia?
494,06 May 19,"“Democrat Texas Congressman Al Green says impeachment is the only thing that can prevent President Trump from re-election in 2020.” @OANN In other words, Dems can’t win the election fairly. You can’t impeach a president for creating the best economy in our country’s history....."
495,06 May 19,"Despite the tremendous success that I have had as President, including perhaps the greatest ECONOMY and most successful first two years of any President in history, they have stolen two years of my (our) Presidency (Collusion Delusion) that we will never be able to get back....."
496,03 May 19,"“The U.S. Created 263,000 Jobs in April, Unemployment Fell to Lowest Level Since 1969” https://t.co/TtQy5yJDku"
497,03 May 19,"JOBS, JOBS, JOBS!"
498,03 May 19,RT @WhiteHouse: President @realDonaldTrump is fixing American trade to bring our steel and manufacturing jobs back HOME!
499,03 May 19,Congrats to @U_S_Steel for investing $1+ BILLION in America's most INNOVATIVE steel mill. 232 Tariffs make Pennsylvania and USA more prosperous/secure by bringing Steel and Aluminum industries BACK. Tariffs are working. Pittsburgh is again The Steel City. USA Economy is BOOMING! https://t.co/XPXjxli6uc
500,01 May 19,RT @JA_Loans: @dbongino Does he know 90% of the Firemen’s retirement is dependent on the US Economy and invested in US Stock? Do not think…
501,30 Apr 19,"China is adding great stimulus to its economy while at the same time keeping interest rates low. Our Federal Reserve has incessantly lifted interest rates, even though inflation is very low, and instituted a very big dose of quantitative tightening. We have the potential to go..."
502,29 Apr 19,"I’ll never get the support of Dues Crazy union leadership, those people who rip-off their membership with ridiculously high dues, medical and other expenses while being paid a fortune. But the members love Trump. They look at our record economy, tax & reg cuts, military etc. WIN!"
503,26 Apr 19,"“U.S. Economy Grows 3.2% in Q1, Smashing Expectations” https://t.co/HltPdlkOD0"
504,25 Apr 19,RT @GOPChairwoman: If Joe Biden wants to keep score:
505,25 Apr 19,"RT @GOP: Do you want to go back to a bad economy, failed foreign policy, and more broken promises? https://t.co/TibOT2Bi5l"
506,24 Apr 19,You mean the Stock Market hit an all-time record high today and they’re actually talking impeachment!? Will I ever be given credit for anything by the Fake News Media or Radical Liberal Dems? NO COLLUSION!
